Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-029314,2020-07,07/05/2020 15:08,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,5240,BANCROFT AVE,7, ,RESIDENCE,5240,BANCROFT,882742.9,1003721
20-029334,2020-07,07/05/2020 15:20,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1900,HODIAMONT AVE,50, , , , ,881838.3,1035279
20-029697,2020-07,07/05/2020 15:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,INTERSTATE 70 / SHREVE,69, , ,6100,BROADWAY,0,0
20-029316,2020-07,07/05/2020 15:40,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,3217,N DAKOTA ST,16, , ,3217,DAKOTA,894135.7,998770.7
20-029313,2020-07,07/05/2020 15:44,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1515,N 13TH ST,60,MOBIL GAS STATION, , , ,907555.6,1022698
20-029320,2020-07,07/05/2020 15:55,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,6439,HOFFMAN AVE,11, , ,6439,HOFFMAN,878079.7,1010621
20-029321,2020-07,07/05/2020 16:15,Y, , ,1, , 31421,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3530,MIAMI ST,19, , ,3530,MIAMI,893585.5,1004337
20-029416,2020-07,07/05/2020 16:30,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4915,SUNSHINE DR,6, , ,4915,SUNSHINE,880378.9,995623.6
20-029352,2020-07,07/05/2020 16:35,Y, , ,1, , 10000,4,HOMICIDE,1404,ANGELICA ST,65, ,REAR PARKING PAD,1404,ANGELICA,905347,1031358
20-029528,2020-07,07/05/2020 17:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",6527,PARKWOOD PL,4, , ,6583,PARKWOOD,884045.5,996200.4
20-029335,2020-07,07/05/2020 17:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
20-029341,2020-07,07/05/2020 17:59,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1224,S 14TH ST,33, ,@PEABODY SCHOOL, , ,904473.6,1013689
20-030202,2020-07,07/05/2020 18:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4512,MINNESOTA AVE,17, , ,4512,MINNESOTA,894992.4,998051
20-029336,2020-07,07/05/2020 18:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2211,CHIPPEWA ST,18, , ,2211,CHIPPEWA,898919.6,1002388
20-029427,2020-07,07/05/2020 18:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3811,SULPHUR AVE,14, , ,3811,SULPHUR,879743.3,1005367
20-029394,2020-07,07/05/2020 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2708,N 22ND ST,60, , ,2708,22ND,904258.4,1025916
20-029399,2020-07,07/05/2020 18:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6329,MARQUETTE AVE,9, , ,6329,MARQUETTE,878246.8,1007386
20-029353,2020-07,07/05/2020 18:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1820,MARKET ST,36,UNION STATION CURIO HOTEL, ,1820,MARKET,903731.7,1018016
20-029918,2020-07,07/05/2020 18:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5468,GILMORE AVE,72, , ,5468,GILMORE,891805.5,1044755
20-029339,2020-07,07/05/2020 18:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1445,PEABODY CT,33, , ,1445,PEABODY,904206.2,1013767
20-029339,2020-07,07/05/2020 18:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1445,PEABODY CT,33, , ,1445,PEABODY,904206.2,1013767
20-029339,2020-07,07/05/2020 18:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1445,PEABODY CT,33, , ,1445,PEABODY,904206.2,1013767
20-029395,2020-07,07/05/2020 19:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4420,BEETHOVEN AVE,5, , ,4420,BEETHOVEN,886351.5,1003041
20-029348,2020-07,07/05/2020 19:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3508,TENNESSEE AVE,19, , ,3508,TENNESSEE,894407.3,1004871
20-029404,2020-07,07/05/2020 19:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3641,BATES ST,3, , ,3641,BATES,890079.7,996296.6
20-029343,2020-07,07/05/2020 19:30,Y, , ,1, ,250000,1,LOITERING-BEGGING,6914,IDAHO AVE,1, ,ALIAS LOUGHBOROUGH/SB 55, , ,889175.1,991351.4
20-029440,2020-07,07/05/2020 19:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,LINDENWOOD AVE / SULPHUR AVE,14, , ,3827,SULPHUR,879880.3,1005279
20-029349,2020-07,07/05/2020 19:38,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N 13TH ST / MULLANPHY ST,60, , ,1907,13TH,907584.2,1023023
20-029350,2020-07,07/05/2020 19:45,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1004,LOCUST ST,35,BRIDGE TAP HOUSE AND WINE BAR, ,1004,LOCUST,907440.4,1018277
20-029346,2020-07,07/05/2020 19:53,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / JUNIATA ST,25, , , , ,893847.5,1007773
20-029927,2020-07,07/05/2020 20:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",2336,TOWER GROVE AVE,27, , ,2336,TOWER GROVE,889543.7,1011046
20-029347,2020-07,07/05/2020 20:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4201,DARBY ST,70, , ,4201,DARBY,885046.4,1040649
20-029351,2020-07,07/05/2020 20:05,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
20-029362,2020-07,07/05/2020 20:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,502,LAKE AVE,38, , ,600,LAKE,885967.4,1025669
20-029669,2020-07,07/05/2020 20:45,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265
20-029356,2020-07,07/05/2020 21:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4629,LEE AVE,69, , ,4629,LEE,894849.8,1035450
20-029358,2020-07,07/05/2020 21:15,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31, ,QUIKTRIP,2600,CHOUTEAU,900507.7,1015458
20-029354,2020-07,07/05/2020 21:15,Y, , ,1, , 43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1104,S 13TH ST,33, , ,1104,13TH,904948.8,1013992
20-029492,2020-07,07/05/2020 21:30,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5575,PRANGE AVE,72, , ,5575,PRANGE,890009.6,1041669
20-029357,2020-07,07/05/2020 21:45,Y, , ,1, , 41012,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,813,W COURTOIS ST,1, , ,813,COURTOIS,886954.1,989432.9
20-029411,2020-07,07/05/2020 21:50,Y, , ,1, , 51211,2,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,1511,S 39TH ST,28, , ,1511,39TH,893301.8,1015101
20-029359,2020-07,07/05/2020 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3405,GOODFELLOW BLVD,50, ,2ND FLOOR,3405,GOODFELLOW,885193.6,1037577
20-029385,2020-07,07/05/2020 22:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4620,LINDELL BLVD,38,HOLIDAY INN EXPRESS, ,4620,LINDELL,888766.9,1023055
20-029445,2020-07,07/05/2020 22:00,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4168,FILLMORE ST,5, , ,4168,FILLMORE,885822.9,997382.8
20-029384,2020-07,07/05/2020 22:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 8TH ST / OLIVE ST,35, , , , ,908104.9,1017908
20-029374,2020-07,07/05/2020 22:15,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3000,MOUNT PLEASANT ST,17, , , , ,895085.6,997432
20-029374,2020-07,07/05/2020 22:15,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3000,MOUNT PLEASANT ST,17, , , , ,895085.6,997432
20-029363,2020-07,07/05/2020 22:17,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1453,CLINTON ST,63, , ,1453,CLINTON,906653.9,1024280
20-029364,2020-07,07/05/2020 22:27,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3858,EICHELBERGER ST,5, , ,3858,EICHELBERGER,889115.8,997761.9
20-030300,2020-07,07/05/2020 22:32,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5945,W FLORISSANT AVE,73, ,@NEW ST. DOUGLAS FELLOWSHIP CHURCH,5945,FLORISSANT,891531.1,1046737
20-029360,2020-07,07/05/2020 22:59,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,815,OFALLON ST,62, , ,815,OFALLON,908917.9,1021130
20-029360,2020-07,07/05/2020 22:59,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,815,OFALLON ST,62, , ,815,OFALLON,908917.9,1021130
20-029360,2020-07,07/05/2020 22:59,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,815,OFALLON ST,62, , ,815,OFALLON,908917.9,1021130
20-029501,2020-07,07/05/2020 23:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8614,DRURY LN,73, , ,8614,DRURY,892781.1,1049480
20-030014,2020-07,07/05/2020 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,8514,CONCORD PL,74, , ,8514,CONCORD,897158.9,1050201
20-029382,2020-07,07/05/2020 23:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,701,MARKET ST,35, ,PEABODY PLAZA,701,MARKET,908024.9,1017116
20-029372,2020-07,07/05/2020 23:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3100,OREGON AVE,30, ,1ST FL,3100,OREGON,0,0
20-029391,2020-07,07/05/2020 23:40,Y, , ,1, , 52211,4,BURGLARY-BUSINESS/NIT/FORCE ENT/OCCUPIED,901,CHOUTEAU AVE,35,NESTLE PURINA, ,901,CHOUTEAU,906343.7,1014147
20-029423,2020-07,07/06/2020 00:01,Y, , ,1, , 73313,4,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,1706,WASHINGTON AVE,36, , ,1706,WASHINGTON,904722.5,1019461
20-029603,2020-07,07/06/2020 00:01,Y, , ,1, ,142310,4,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,801,N 11TH ST,35, ,@SWB CONVENTION PZ BLDG,801,11TH,907512.3,1019461
20-029602,2020-07,07/06/2020 00:01,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4082,CONCORDIA AVE,5,GARAGE, ,4082,CONCORDIA,886850.9,997389.9
20-030588,2020-07,07/06/2020 00:10,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3291,S KINGSHIGHWAY BLVD,14,QUIK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605
20-029369,2020-07,07/06/2020 00:10,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3291,S KINGSHIGHWAY BLVD,14, ,@QT - S KINGSHIGHWAY / FYLER,3291,KINGSHIGHWAY,885690.1,1007605
20-029370,2020-07,07/06/2020 00:37,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,601,CLARK AVE,35, ,@BALL PARK VILLAGE,601,CLARK,908223.8,1016086
20-029370,2020-07,07/06/2020 00:37,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,601,CLARK AVE,35, ,@BALL PARK VILLAGE,601,CLARK,908223.8,1016086
20-029371,2020-07,07/06/2020 01:03,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8000,HALL ST,79, , ,8000,HALL,898772.4,1047846
20-029373,2020-07,07/06/2020 01:22,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GRAVOIS AVE / I 55 SOUTHBOUND,21, ,ALIAS I 55 SB/GRAVOIS AVE CITY, , ,902500.3,1010617
20-029441,2020-07,07/06/2020 01:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",6177,DELMAR BLVD,46, ,@HOTEL- MOONRISE MOTEL,6177,DELMAR,877404.6,1027557
20-029446,2020-07,07/06/2020 01:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N BROADWAY / OLIVE ST,35, , , , ,909065.5,1017605
20-029375,2020-07,07/06/2020 01:30,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,N 6TH ST / OFALLON ST,62, ,HOMELESS ENCAMPMENT LOT, , ,909586.2,1020950
20-029402,2020-07,07/06/2020 02:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1446,CHOUTEAU AVE,33, , ,1346,CHOUTEAU,904053.8,1013944
20-029378,2020-07,07/06/2020 02:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4024,POTOMAC ST,15, ,APT 2 E,4024,POTOMAC,890280.8,1005430
20-029377,2020-07,07/06/2020 02:14,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 8TH ST / MARKET ST,35, , , , ,907795.3,1017038
20-029694,2020-07,07/06/2020 04:00,Y, , ,1, , 51222,2,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3916,POTOMAC ST,15, , ,3916,POTOMAC,891166.1,1005312
20-029449,2020-07,07/06/2020 05:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",800,MARKET ST,35, , ,800,MARKET,907607,1016897
20-029638,2020-07,07/06/2020 05:15,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,3925,LINDELL BLVD,38, , ,3925,LINDELL,894199,1021580
20-029379,2020-07,07/06/2020 05:46,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2313,BLAIR AVE,63, , ,2313,BLAIR,906639.1,1024733
20-029380,2020-07,07/06/2020 06:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4429,ANDERSON AVE,69, , ,4429,ANDERSON,896644.4,1035582
20-029406,2020-07,07/06/2020 07:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,6124,N BROADWAY,79, ,REAR,6124,BROADWAY,900558.8,1038456
20-029437,2020-07,07/06/2020 07:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1212,S SPRING AVE,29, , ,1212,SPRING,894154.3,1016462
20-029390,2020-07,07/06/2020 07:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,PALM ST / E PALM ST,60, , , , ,903102.7,1028513
20-029389,2020-07,07/06/2020 07:33,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5003,NATURAL BRIDGE AVE,70,BP GAS STATION, , , ,891035.4,1035280
20-029396,2020-07,07/06/2020 07:45,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N 4TH ST / CHESTNUT ST,35, , , , ,909185.8,1016915
20-030001,2020-07,07/06/2020 08:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3954,PENNSYLVANIA AVE,16, , ,3954,PENNSYLVANIA,895831.4,1001472
20-029405,2020-07,07/06/2020 08:25,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,0,DR MARTIN LUTHER KING DR / SEM,78, , , , ,885281.8,1032182
20-029410,2020-07,07/06/2020 08:49,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4567,WEST PINE BLVD,38, , ,4567,WEST PINE,889042.8,1022411
20-029521,2020-07,07/06/2020 09:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6600,MANCHESTER AVE,10, , ,6600,MANCHESTER,877121.1,1013930
20-029419,2020-07,07/06/2020 09:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1406,SULLIVAN AVE,63, , ,1406,SULLIVAN,906366.9,1026677
20-029432,2020-07,07/06/2020 09:00,Y, , ,1, , 43016,2,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,0,CHOUTEAU AVE / S VANDEVENTER A,28, , , , ,892331.3,1017682
20-029415,2020-07,07/06/2020 09:20,Y, , ,1, , 31212,2,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT,3660,VISTA AVE,29,@SLU - DOCTORS OFFICE BUILDING PARK,@SLU - DOCTORS OFFICE BUILDING,3660,VISTA,894110.8,1015311
20-029962,2020-07,07/06/2020 09:30,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,4014,UNION BLVD,70,NORTH PATROL DESK,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
20-029497,2020-07,07/06/2020 10:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,3409,UNION BLVD,50,WILLIAMS CLINIC  DR JEROME WILLIAMS, ,4014,UNION,888840.8,1035780
20-029854,2020-07,07/06/2020 10:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4476,EVANS AVE,54, , ,2913,BARRETT,892005.1,1027864
20-030619,2020-07,07/06/2020 10:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DELMAR BLVD / UNION BLVD,38, , , , ,884933.8,1026513
20-029921,2020-07,07/06/2020 10:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,STRATFORD AVE / THRUSH AVE,72, , ,4556,THRUSH,889141.3,1041296
20-029422,2020-07,07/06/2020 10:10,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,ANDERSON AVE / SHREVE AVE,69, , , , ,894199.1,1036767
20-029421,2020-07,07/06/2020 10:22,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,3101,CHOUTEAU AVE,37, , ,3101,CHOUTEAU,898012.9,1016579
20-032896,2020-07,07/06/2020 10:25,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",6100,PERSHING AVE,46, , ,6100,PERSHING,878135.1,1025353
20-029430,2020-07,07/06/2020 10:49,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6135,MANCHESTER AVE,42, ,@ E & B GRANITE,6135,MANCHESTER,880298.7,1015646
20-029631,2020-07,07/06/2020 11:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4738,LEXINGTON AVE,55, , ,4738,LEXINGTON,892518.7,1033642
20-030692,2020-07,07/06/2020 11:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,300,N GRAND BLVD,77, ,@PARK - ELLEN CLARK SCULPTURE PARK,300,GRAND,896676.7,1021059
20-029438,2020-07,07/06/2020 11:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4400,W FLORISSANT AVE,69, , ,4400,FLORISSANT,898630.3,1036933
20-029439,2020-07,07/06/2020 11:30,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6016,GARESCHE AVE,76, , ,6016,GARESCHE,889766.1,1044966
20-029439,2020-07,07/06/2020 11:30,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6016,GARESCHE AVE,76, , ,6016,GARESCHE,889766.1,1044966
20-029591,2020-07,07/06/2020 11:50,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1325,S GRAND BLVD,29, ,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
20-029479,2020-07,07/06/2020 12:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
20-033186,2020-07,07/06/2020 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2656,HICKORY ST,31, , ,2656,HICKORY,899956.8,1014976
20-029601,2020-07,07/06/2020 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5020,KENSINGTON AVE,51, , ,5020,KENSINGTON,887590.2,1026937
20-029443,2020-07,07/06/2020 12:36,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / I 64 EASTBOUND,37, , , , ,895987.1,1018872
20-029450,2020-07,07/06/2020 12:55,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,508,PINE ST,35, , ,508,PINE,908732.9,1017197
20-029456,2020-07,07/06/2020 12:56,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1221,WASHINGTON AVE,36, , , , ,906585.9,1019198
20-029485,2020-07,07/06/2020 13:20,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4100,GRAVOIS AVE,16, , ,4100,GRAVOIS,889986.9,1003390
20-029775,2020-07,07/06/2020 13:45,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,1429,BELT AVE,78, , ,1429,BELT,884740,1031651
20-029458,2020-07,07/06/2020 13:45,Y, , ,1, , 41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,HAMILTON AVE / WELLS AVE,78, , , , ,882074.6,1033734
20-029458,2020-07,07/06/2020 13:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,HAMILTON AVE / WELLS AVE,78, , , , ,882074.6,1033734
20-029588,2020-07,07/06/2020 14:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2631,ACCOMAC ST,24, , ,2631,ACCOMAC,899270.9,1010984
20-029460,2020-07,07/06/2020 14:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / HUMBOLDT AVE,86, , , , ,898393.3,1042355
20-029470,2020-07,07/06/2020 14:15,Y, , ,1, , 51121,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,1509,COCHRAN PL,61, , ,1509,COCHRAN,906256.9,1022439
20-029461,2020-07,07/06/2020 14:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CALVARY AVE / W FLORISSANT AVE,71, , , , ,894815,1041723
20-029604,2020-07,07/06/2020 15:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5705,PAMPLIN PL,76, , ,5705,PAMPLIN,890638.1,1047182
20-029476,2020-07,07/06/2020 15:03,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5471,DR MARTIN LUTHER KING DR,50, , ,5471,DR MARTIN LUTHER KING,885245.3,1032426
20-029474,2020-07,07/06/2020 15:13,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,4255,HAMPTON AVE,8, ,TARGET,4255,HAMPTON,878653.4,1004650
20-029548,2020-07,07/06/2020 15:30,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4578,EVANS AVE,54, ,1ST FLOOR,4578,EVANS,891137.2,1028346
20-030604,2020-07,07/06/2020 15:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3515,NATURAL BRIDGE AVE,67,POPEYES, ,3515,NATURAL BRIDGE,901382.6,1029659
20-029480,2020-07,07/06/2020 15:30,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2218,E COLLEGE AVE,66, ,RESIDENCE,2218,COLLEGE,901158.8,1034052
20-029532,2020-07,07/06/2020 15:30,Y, , ,1, , 72130,5,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5381,PATTON AVE,50, , ,5381,PATTON,886127.3,1032527
20-029482,2020-07,07/06/2020 15:55,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3305,PENNSYLVANIA AVE,30, , ,3305,UTAH,896387.6,1005934
20-029608,2020-07,07/06/2020 16:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,6124,N BROADWAY,79, , ,6124,BROADWAY,900558.8,1038456
20-029488,2020-07,07/06/2020 16:09,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,4752,PENNSYLVANIA AVE,17, , ,4600,MINNESOTA,895058.8,996327.8
20-029598,2020-07,07/06/2020 16:45,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4400,LINDELL BLVD,38, , ,4400,LINDELL,890198.6,1022484
20-029517,2020-07,07/06/2020 16:50,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2244,S KINGSHIGHWAY BLVD,13, , ,2244,KINGSHIGHWAY,886930.8,1012659
20-029498,2020-07,07/06/2020 16:50,Y, , ,1, ,211000,2,DUI-DRVING WHILE INTOXICATED,4321,WABASH AVE,9, , ,4321,WABASH,872626.9,1004899
